,ID_Cliente,Evasao,Genero,Eh_Idoso,Tem_Parceiro,Tem_Dependentes,Tempo_Contrato,Servico_Telefone,Linhas_Multiplas,Servico_Internet,Adiconal_Seguranca,Adicional_Backup,Adiconal_Protecao,Adicional_Suporte,Streaming_TV,Streaming_Filmes,Tipo_Contrato,Valor_Dia,Conta_Digital,Metodo_Pagamento,Valor_Mensal,Valor_Total
128,0221-NAUXK,Não,Masculino,Não,Não,Sim,10,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,0.66,Sim,Tranferência bancária (automática),19.95,219.5
129,0221-WMXNQ,Não,Masculino,Sim,Não,Não,4,Sim,Não,Fibra Óptica,Sim,Não,Não,Não,Não,Não,Mensal,2.51,Não,Cheque eletrônico,75.35,273.4
130,0222-CNVPT,Não,Masculino,Sim,Não,Não,52,Não,Sem serviço de telefone,DSL,Sim,Não,Não,Não,Sim,Sim,Mensal,1.63,Sim,Cartão de crédito (automática),48.8,2555.05
131,0224-HJAPT,Sim,Masculino,Não,Não,Não,5,Sim,Sim,DSL,Não,Não,Não,Não,Não,Não,Mensal,1.57,Não,Cheque eletrônico,47.15,223.15
132,0224-NIJLP,Não,Masculino,Não,Sim,Sim,8,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.67,Não,Cheque,20.15,165.5
133,0224-RLWWD,Não,Feminino,Sim,Não,Não,2,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,1.48,Sim,Cheque eletrônico,44.3,89.3
134,0225-ZORZP,Não,Masculino,Não,Não,Não,3,Sim,Não,Fibra Óptica,Não,Sim,Não,Não,Não,Sim,Mensal,2.81,Não,Cheque eletrônico,84.3,235.05
135,0228-MAUWC,Não,Masculino,Não,Não,Não,19,Sim,Sim,DSL,Não,Não,Sim,Sim,Não,Não,Mensal,1.98,Não,Cheque eletrônico,59.55,1144.6
136,0229-LFJAF,Não,Masculino,Não,Não,Não,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Não,Não,Bianual,2.32,Não,Tranferência bancária (automática),69.65,4908.25
137,0230-UBYPQ,Não,Masculino,Sim,Sim,Não,63,Não,Sem serviço de telefone,DSL,Sim,Não,Não,Sim,Não,Não,Anual,1.2,Não,Tranferência bancária (automática),36.1,2298.9
138,0230-WEQUW,Não,Masculino,Não,Sim,Não,66,Não,Sem serviço de telefone,DSL,Sim,Sim,Sim,Sim,Sim,Não,Bianual,1.89,Sim,Tranferência bancária (automática),56.6,3789.2
139,0231-LXVAP,Sim,Masculino,Não,Não,Não,1,Sim,Não,Fibra Óptica,Não,Não,Não,Sim,Não,Não,Mensal,2.53,Sim,Cheque eletrônico,75.9,75.9
140,0233-FTHAV,Não,Feminino,Não,Não,Não,60,Sim,Sim,Fibra Óptica,Não,Não,Sim,Não,Não,Não,Anual,2.64,Sim,Tranferência bancária (automática),79.2,4765.0
141,0234-TEVTT,Não,Feminino,Não,Sim,Sim,48,Não,Sem serviço de telefone,DSL,Sim,Não,Sim,Não,Não,Sim,Anual,1.5,Não,Cartão de crédito (automática),45.0,2196.3
142,0235-KGSLC,Sim,Feminino,Não,Não,Não,1,Sim,Não,Fibra Óptica,Não,Não,Sim,Não,Sim,Não,Mensal,2.85,Sim,Cartão de crédito (automática),85.55,85.55
143,0236-HFWSV,Sim,Masculino,Não,Não,Não,15,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Sim,Mensal,3.11,Sim,Cheque eletrônico,93.35,1444.65
144,0237-YFUTL,Não,Feminino,Não,Sim,Não,50,Sim,Sim,Fibra Óptica,Sim,Sim,Não,Sim,Sim,Sim,Mensal,3.66,Sim,Tranferência bancária (automática),109.65,5405.8
145,0238-WHBIQ,Não,Masculino,Não,Sim,Sim,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bianual,2.99,Não,Cartão de crédito (automática),89.7,6339.3
146,0239-OXEXL,Não,Feminino,Não,Não,Não,46,Sim,Sim,Fibra Óptica,Sim,Sim,Não,Não,Não,Não,Mensal,2.81,Não,Cheque,84.25,3847.6
147,0244-LGNFY,Não,Feminino,Não,Sim,Sim,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bianual,3.09,Não,Tranferência bancária (automática),92.65,6733.0
148,0247-SLUJI,Não,Masculino,Não,Sim,Sim,1,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,0.66,Não,Cheque,19.7,19.7
149,0248-IPDFW,Não,Feminino,Não,Não,Não,1,Sim,Sim,DSL,Não,Não,Não,Não,Não,Não,Mensal,1.67,Sim,Cheque eletrônico,50.1,50.1
150,0248-PGHBZ,Não,Feminino,Sim,Não,Não,67,Sim,Não,Fibra Óptica,Sim,Sim,Não,Sim,Sim,Não,Bianual,3.08,Sim,Tranferência bancária (automática),92.45,6140.85
151,0253-ZTEOB,Não,Feminino,Não,Sim,Sim,48,Sim,Sim,DSL,Não,Sim,Não,Sim,Sim,Sim,Bianual,2.66,Não,Cheque eletrônico,79.65,3870.3
152,0254-FNMCI,Não,Feminino,Não,Não,Não,72,Sim,Não,Fibra Óptica,Sim,Sim,Sim,Sim,Sim,Sim,Bianual,3.66,Sim,Cheque eletrônico,109.9,7624.2
153,0254-KCJGT,Não,Masculino,Não,Sim,Não,52,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Não,Sim,Anual,2.71,Sim,Cartão de crédito (automática),81.4,4354.45
154,0254-WWRKD,Não,Feminino,Não,Sim,Sim,67,Sim,Não,DSL,Não,Sim,Não,Não,Não,Não,Anual,1.68,Não,Cartão de crédito (automática),50.55,3431.75
155,0256-LTHVJ,Sim,Feminino,Não,Sim,Sim,28,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Não,Sim,Mensal,2.7,Sim,Cheque eletrônico,81.05,2227.1
156,0257-KXZGU,Não,Feminino,Não,Sim,Sim,32,Sim,Sim,DSL,Não,Sim,Sim,Não,Não,Não,Mensal,2.08,Não,Tranferência bancária (automática),62.45,2045.55
157,0257-ZESQC,Sim,Feminino,Sim,Sim,Não,27,Sim,Não,Fibra Óptica,Sim,Não,Não,Não,Não,Não,Mensal,2.51,Sim,Tranferência bancária (automática),75.2,1929.35
158,0258-NOKBL,Não,Masculino,Não,Não,Não,3,Sim,Não,Fibra Óptica,Não,Sim,Sim,Não,Não,Sim,Mensal,3.01,Não,Cheque eletrônico,90.4,268.45
159,0259-GBZSH,Sim,Masculino,Não,Não,Não,2,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Não,Mensal,2.86,Sim,Cheque eletrônico,85.65,181.5
160,0260-ZDLGK,Sim,Feminino,Não,Não,Sim,9,Sim,Não,DSL,Não,Não,Sim,Sim,Sim,Sim,Mensal,2.43,Sim,Cheque,72.9,651.4
161,0263-FJTQO,Não,Masculino,Não,Sim,Sim,50,Sim,Sim,DSL,Sim,Não,Não,Sim,Sim,Não,Bianual,2.35,Sim,Cartão de crédito (automática),70.5,3486.65
162,0264-CNITK,Não,Feminino,Não,Sim,Sim,71,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.67,Não,Tranferência bancária (automática),20.1,1389.6
163,0265-EDXBD,Sim,Masculino,Sim,Sim,Não,32,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mensal,2.5,Sim,Cheque eletrônico,74.9,2303.35
164,0265-PSUAE,Não,Feminino,Não,Sim,Sim,16,Sim,Não,Fibra Óptica,Sim,Não,Sim,Não,Sim,Sim,Mensal,3.36,Não,Tranferência bancária (automática),100.7,1522.7
165,0266-CLZKZ,Não,Feminino,Não,Sim,Sim,67,Sim,Sim,Fibra Óptica,Não,Não,Sim,Sim,Sim,Sim,Bianual,3.52,Sim,Tranferência bancária (automática),105.65,6717.9
166,0266-GMEAO,Não,Masculino,Não,Sim,Sim,72,Sim,Sim,Fibra Óptica,Sim,Sim,Sim,Sim,Sim,Sim,Bianual,3.81,Sim,Cartão de crédito (automática),114.3,8058.55
167,0268-QKIWO,Sim,Feminino,Não,Não,Não,3,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,0.66,Não,Cheque eletrônico,19.75,58.85
168,0269-XFESX,Não,Masculino,Não,Sim,Sim,23,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,0.81,Não,Cheque,24.35,538.5
169,0270-THENM,Não,Masculino,Não,Sim,Sim,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Não,Não,Bianual,2.33,Não,Tranferência bancária (automática),69.85,5102.35
170,0274-JKUJR,Não,Masculino,Não,Sim,Sim,7,Não,Sem serviço de telefone,DSL,Sim,Sim,Sim,Não,Sim,Sim,Mensal,1.96,Não,Cheque,58.85,465.7
171,0277-BKSQP,Não,Masculino,Não,Sim,Sim,8,Sim,Não,DSL,Não,Não,Não,Não,Sim,Não,Mensal,1.81,Sim,Cheque eletrônico,54.4,475.1
172,0277-ORXQS,Não,Masculino,Não,Sim,Sim,66,Não,Sem serviço de telefone,DSL,Não,Não,Não,Sim,Sim,Sim,Bianual,1.68,Não,Tranferência bancária (automática),50.55,3364.55
173,0278-YXOOG,Sim,Masculino,Não,Não,Não,5,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,0.7,Não,Cheque,21.05,113.85
174,0280-XJGEX,Sim,Masculino,Não,Não,Não,49,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Sim,Sim,Mensal,3.46,Sim,Tranferência bancária (automática),103.7,5036.3
175,0281-CNTZX,Não,Masculino,Não,Sim,Não,63,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.66,Sim,Tranferência bancária (automática),19.95,1234.8
176,0282-NVSJS,Não,Feminino,Sim,Sim,Sim,12,Não,Sem serviço de telefone,DSL,Não,Não,Não,Sim,Não,Não,Mensal,0.98,Sim,Cheque,29.3,355.9
177,0285-INHLN,Não,Masculino,Não,Sim,Sim,27,Sim,Não,DSL,Sim,Sim,Não,Não,Não,Não,Mensal,1.82,Sim,Cartão de crédito (automática),54.75,1510.3
178,0289-IVARM,Não,Feminino,Não,Não,Não,35,Sim,Não,DSL,Sim,Sim,Sim,Não,Não,Não,Mensal,2.02,Não,Cheque eletrônico,60.55,1982.6
179,0292-WEGCH,Não,Feminino,Não,Sim,Sim,54,Sim,Sim,DSL,Não,Sim,Sim,Sim,Sim,Sim,Mensal,2.87,Sim,Cheque eletrônico,86.2,4524.05
180,0295-PPHDO,Sim,Masculino,Não,Não,Não,1,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Sim,Mensal,3.18,Sim,Cheque eletrônico,95.45,95.45
181,0295-QVKPB,Não,Masculino,Não,Não,Não,5,Sim,Não,DSL,Não,Não,Sim,Sim,Sim,Não,Mensal,2.13,Sim,Cartão de crédito (automática),63.95,318.1
182,0297-RBCSG,Não,Masculino,Não,Não,Não,19,Sim,Não,DSL,Não,Sim,Não,Sim,Não,Sim,Anual,2.18,Sim,Tranferência bancária (automática),65.35,1231.85
183,0298-XACET,Não,Masculino,Não,Sim,Sim,52,Não,Sem serviço de telefone,DSL,Não,Sim,Sim,Sim,Sim,Não,Bianual,1.67,Não,Cheque,50.2,2554.0
184,0301-FIDRB,Não,Feminino,Não,Sim,Sim,72,Não,Sem serviço de telefone,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bianual,2.13,Sim,Tranferência bancária (automática),63.8,4684.3
185,0301-KOBTQ,Não,Masculino,Não,Não,Não,32,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.67,Sim,Tranferência bancária (automática),20.05,614.45
186,0302-JOIVN,Sim,Feminino,Não,Sim,Não,8,Sim,Não,Fibra Óptica,Não,Sim,Sim,Não,Sim,Sim,Mensal,3.37,Não,Cheque eletrônico,101.15,842.9
187,0303-UNCIP,Não,Masculino,Não,Não,Não,41,Sim,Sim,DSL,Não,Não,Sim,Não,Não,Sim,Anual,2.17,Não,Cheque,65.0,2531.8
188,0303-WMMRN,Não,Masculino,Não,Não,Não,5,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,0.64,Sim,Cheque,19.25,86.05
189,0305-SQECB,Não,Feminino,Não,Não,Sim,11,Não,Sem serviço de telefone,DSL,Sim,Não,Não,Sim,Não,Não,Anual,1.2,Sim,Cheque,36.05,402.6
190,0306-JAELE,Sim,Masculino,Não,Não,Não,5,Sim,Não,Fibra Óptica,Não,Não,Não,Sim,Sim,Sim,Mensal,3.2,Sim,Cheque eletrônico,96.1,453.4
191,0307-BCOPK,Não,Feminino,Não,Não,Não,16,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,0.64,Não,Cheque,19.05,326.65
192,0308-GIQJT,Não,Masculino,Sim,Não,Não,71,Sim,Sim,Fibra Óptica,Não,Sim,Não,Sim,Sim,Sim,Anual,3.52,Não,Tranferência bancária (automática),105.75,7382.85
193,0308-IVGOK,Não,Feminino,Não,Não,Não,11,Não,Sem serviço de telefone,DSL,Não,Sim,Sim,Sim,Não,Não,Anual,1.35,Sim,Cartão de crédito (automática),40.4,422.6
194,0310-MVLET,Sim,Feminino,Não,Sim,Sim,61,Sim,Sim,Fibra Óptica,Não,Sim,Não,Não,Sim,Sim,Mensal,3.3,Sim,Cheque eletrônico,99.15,6010.05
195,0310-SUCIN,Não,Feminino,Não,Sim,Não,71,Sim,Não,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Anual,2.83,Sim,Tranferência bancária (automática),84.8,6046.1
196,0310-VQXAM,Não,Masculino,Não,Não,Não,9,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,0.66,Não,Cheque,19.85,178.8
197,0311-QYWSS,Não,Feminino,Não,Não,Não,6,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Mensal,1.65,Sim,Cheque eletrônico,49.45,314.6
198,0311-UNPFF,Sim,Feminino,Não,Não,Não,26,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Sim,Sim,Mensal,2.96,Sim,Tranferência bancária (automática),88.8,2274.35
199,0314-TKOSI,Não,Feminino,Não,Não,Não,6,Sim,Não,DSL,Sim,Sim,Não,Não,Não,Não,Mensal,1.84,Não,Cheque,55.15,322.9
200,0315-LVCRK,Não,Masculino,Não,Não,Não,11,Sim,Não,Fibra Óptica,Não,Não,Sim,Não,Não,Sim,Mensal,2.83,Não,Cheque eletrônico,84.8,888.75
201,0318-QUUOB,Sim,Masculino,Não,Sim,Não,1,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Sim,Não,Mensal,2.68,Sim,Cheque eletrônico,80.55,80.55
202,0318-ZOPWS,Não,Feminino,Não,Sim,Não,49,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.67,Sim,Tranferência bancária (automática),20.15,973.35
203,0319-QZTCO,Não,Feminino,Não,Sim,Sim,3,Sim,Não,DSL,Não,Sim,Não,Não,Sim,Não,Mensal,1.96,Sim,Cartão de crédito (automática),58.7,168.6
204,0320-DWVTU,Não,Feminino,Não,Não,Não,53,Sim,Não,Fibra Óptica,Sim,Sim,Sim,Sim,Não,Sim,Bianual,3.32,Não,Cheque,99.5,5424.25
205,0320-JDNQG,Sim,Masculino,Não,Sim,Sim,23,Sim,Não,Fibra Óptica,Sim,Não,Não,Sim,Sim,Sim,Mensal,3.33,Sim,Cheque eletrônico,99.85,2331.3
206,0322-CHQRU,Sim,Masculino,Não,Não,Não,2,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,1.51,Não,Cheque eletrônico,45.35,89.5
207,0322-YINQP,Sim,Masculino,Não,Não,Não,1,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Mensal,1.62,Sim,Cheque,48.55,48.55
208,0323-XWWTN,Não,Masculino,Não,Não,Sim,3,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.88,Sim,Cheque,26.4,121.25
209,0324-BRPCJ,Sim,Feminino,Sim,Sim,Não,68,Sim,Sim,Fibra Óptica,Não,Sim,Não,Não,Sim,Sim,Mensal,3.34,Sim,Cheque eletrônico,100.2,6851.65
210,0325-XBFAC,Sim,Masculino,Não,Não,Não,8,Sim,Não,Fibra Óptica,Não,Não,Sim,Não,Sim,Sim,Mensal,3.16,Sim,Cheque eletrônico,94.7,740.3
211,0326-VDYXE,Não,Feminino,Não,Sim,Não,70,Sim,Sim,Fibra Óptica,Não,Não,Sim,Não,Sim,Sim,Anual,3.26,Sim,Cheque eletrônico,97.65,6982.5
212,0327-WFZSY,Não,Masculino,Não,Sim,Sim,39,Sim,Sim,Fibra Óptica,Não,Não,Sim,Não,Sim,Sim,Anual,3.33,Não,Cheque eletrônico,100.0,3835.55
213,0328-GRPMV,Sim,Feminino,Não,Não,Não,1,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mensal,2.34,Sim,Cheque eletrônico,70.1,70.1
214,0329-GTIAJ,Sim,Feminino,Não,Não,Não,3,Sim,Não,Fibra Óptica,Não,Sim,Não,Sim,Sim,Sim,Mensal,3.26,Sim,Cheque eletrônico,97.9,315.3
215,0330-BGYZE,Não,Masculino,Não,Sim,Não,60,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Sim,Sim,Anual,3.42,Não,Tranferência bancária (automática),102.5,6157.6
216,0330-IVZHA,Sim,Feminino,Não,Sim,Não,5,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mensal,2.33,Não,Cheque eletrônico,69.95,330.15
217,0334-GDDSO,Sim,Masculino,Sim,Não,Não,3,Sim,Sim,Fibra Óptica,Não,Sim,Não,Não,Não,Não,Mensal,2.71,Sim,Cheque eletrônico,81.35,233.7
218,0334-ZFJSR,Não,Feminino,Não,Sim,Não,55,Sim,Sim,DSL,Sim,Sim,Não,Sim,Não,Não,Anual,2.2,Sim,Cartão de crédito (automática),66.05,3462.1
219,0336-KXKFK,Não,Masculino,Não,Não,Não,72,Não,Sem serviço de telefone,DSL,Sim,Não,Sim,Sim,Sim,Sim,Bianual,2.04,Sim,Cartão de crédito (automática),61.2,4390.25
220,0336-PIKEI,Não,Masculino,Sim,Sim,Não,72,Sim,Não,DSL,Sim,Sim,Sim,Sim,Sim,Não,Bianual,2.48,Não,Tranferência bancária (automática),74.4,5360.75
221,0337-CNPZE,Sim,Feminino,Não,Não,Não,41,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Sim,Sim,Mensal,3.54,Sim,Cheque eletrônico,106.3,4443.45
222,0343-QLUZP,Não,Masculino,Não,Não,Não,60,Não,Sem serviço de telefone,DSL,Sim,Sim,Sim,Não,Não,Não,Bianual,1.32,Não,Tranferência bancária (automática),39.6,2424.5
223,0345-HKJVM,Sim,Feminino,Não,Não,Não,6,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Sim,Sim,Mensal,2.98,Não,Cheque eletrônico,89.3,577.6
224,0345-XMMUG,Não,Feminino,Não,Sim,Não,46,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Sim,Sim,Sim,Bianual,3.63,Sim,Cartão de crédito (automática),108.9,4854.3
225,0347-UBKUZ,Não,Feminino,Não,Não,Não,15,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,0.66,Não,Cheque,19.9,320.45
226,0348-SDKOL,Sim,Feminino,Não,Sim,Não,58,Sim,Sim,Fibra Óptica,Não,Não,Sim,Sim,Sim,Sim,Mensal,3.4,Sim,Cartão de crédito (automática),102.1,5885.4
227,0354-VXMJC,Não,Masculino,Não,Sim,Sim,23,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.65,Não,Cartão de crédito (automática),19.6,426.65
228,0354-WYROK,Sim,Feminino,Sim,Sim,Sim,31,Sim,Não,Fibra Óptica,Não,Não,Sim,Sim,Sim,Sim,Mensal,3.3,Sim,Cheque eletrônico,98.9,2911.3
229,0356-ERHVT,Não,Masculino,Não,Sim,Não,11,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,1.53,Sim,Tranferência bancária (automática),45.9,521.9
230,0356-OBMAC,Não,Feminino,Sim,Não,Não,56,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Sim,Sim,Não,Bianual,3.33,Sim,Tranferência bancária (automática),99.9,5706.3
231,0357-NVCRI,Não,Feminino,Não,Não,Sim,25,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,0.67,Não,Cartão de crédito (automática),20.05,471.7
232,0361-HJRDX,Não,Feminino,Não,Não,Não,68,Não,Sem serviço de telefone,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bianual,2.14,Não,Cartão de crédito (automática),64.35,4539.6
233,0362-RAOQO,Não,Feminino,Não,Não,Não,40,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.65,Não,Cartão de crédito (automática),19.65,830.25
234,0362-ZBZWJ,Sim,Masculino,Não,Não,Não,36,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Sim,Mensal,2.83,Sim,Cheque eletrônico,84.9,3067.2
235,0363-QJVFX,Sim,Masculino,Não,Não,Não,32,Sim,Sim,Fibra Óptica,Sim,Sim,Não,Sim,Sim,Sim,Mensal,3.6,Sim,Cartão de crédito (automática),108.15,3432.9
236,0363-SVHYR,Não,Masculino,Não,Sim,Sim,71,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bianual,2.9,Não,Tranferência bancária (automática),86.85,6263.8
237,0365-BZUWY,Não,Masculino,Não,Sim,Não,17,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Sim,Sim,Mensal,3.42,Sim,Cheque eletrônico,102.55,1742.5
238,0365-GXEZS,Não,Masculino,Não,Sim,Não,18,Sim,Não,Fibra Óptica,Não,Não,Sim,Sim,Não,Não,Mensal,2.61,Não,Cheque eletrônico,78.2,1468.75
239,0365-TRTPY,Não,Feminino,Não,Não,Não,37,Sim,Sim,Fibra Óptica,Sim,Sim,Sim,Não,Não,Não,Mensal,3.04,Não,Tranferência bancária (automática),91.2,3382.3
240,0366-NQSHS,Não,Masculino,Não,Não,Não,2,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,0.64,Não,Cheque,19.35,46.35
241,0369-ZGOVK,Não,Feminino,Não,Sim,Sim,28,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Não,Não,Anual,2.35,Sim,Tranferência bancária (automática),70.4,1992.2
242,0373-AIVNJ,Não,Masculino,Não,Não,Não,9,Não,Sem serviço de telefone,DSL,Sim,Sim,Sim,Não,Não,Não,Anual,1.32,Não,Cheque,39.55,373.0
243,0374-AACSZ,Não,Feminino,Não,Não,Não,1,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Mensal,1.67,Não,Cheque eletrônico,50.15,50.15
244,0374-FIUCA,Não,Masculino,Não,Sim,Não,65,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.68,Sim,Cartão de crédito (automática),20.4,1414.45
245,0374-IOEGQ,Não,Feminino,Não,Não,Não,3,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,1.49,Não,Cheque eletrônico,44.6,122.7
246,0375-HVGXO,Sim,Feminino,Não,Não,Não,1,Não,Sem serviço de telefone,DSL,Não,Não,Não,Não,Sim,Não,Mensal,1.16,Sim,Cheque eletrônico,34.7,34.7
247,0376-OIWME,Não,Masculino,Não,Sim,Não,36,Sim,Não,Fibra Óptica,Sim,Não,Não,Não,Sim,Sim,Mensal,3.12,Sim,Cheque eletrônico,93.6,3366.05
248,0376-YMCJC,Sim,Masculino,Não,Não,Não,23,Sim,Sim,Fibra Óptica,Não,Não,Não,Sim,Sim,Não,Mensal,3.02,Sim,Cheque eletrônico,90.6,1943.2
249,0377-JBKKT,Não,Masculino,Não,Sim,Sim,22,Sim,Não,DSL,Sim,Sim,Não,Sim,Não,Não,Mensal,1.93,Sim,Cheque,57.95,1271.8
250,0378-CJKPV,Não,Feminino,Não,Sim,Não,72,Sim,Sim,Fibra Óptica,Sim,Sim,Sim,Sim,Sim,Sim,Bianual,3.74,Não,Cartão de crédito (automática),112.1,7965.95
251,0378-NHQXU,Sim,Feminino,Não,Sim,Sim,17,Sim,Sim,Fibra Óptica,Não,Não,Sim,Não,Sim,Não,Mensal,2.94,Não,Cheque eletrônico,88.25,1460.65
252,0378-TOVMS,Sim,Feminino,Não,Não,Não,3,Sim,Não,Fibra Óptica,Não,Não,Não,Sim,Não,Sim,Mensal,2.86,Não,Cheque eletrônico,85.8,272.2
253,0378-XSZPU,Sim,Masculino,Não,Sim,Não,58,Sim,Não,DSL,Sim,Sim,Sim,Não,Não,Não,Anual,2.01,Não,Cartão de crédito (automática),60.3,3563.8
254,0379-DJQHR,Não,Masculino,Não,Sim,Sim,67,Sim,Não,DSL,Sim,Sim,Sim,Não,Sim,Sim,Bianual,2.71,Não,Cartão de crédito (automática),81.35,5398.6
255,0380-NEAVX,Não,Masculino,Sim,Não,Não,34,Sim,Não,Fibra Óptica,Não,Sim,Sim,Não,Sim,Sim,Anual,3.33,Sim,Cheque eletrônico,99.85,3343.15
256,0380-ZCSBI,Não,Masculino,Não,Não,Não,10,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,0.67,Não,Cartão de crédito (automática),20.0,198.7
257,0383-CLDDA,Não,Feminino,Não,Não,Não,69,Sim,Sim,DSL,Sim,Não,Sim,Sim,Sim,Sim,Bianual,2.84,Sim,Cartão de crédito (automática),85.35,5897.4
258,0384-LPITE,Não,Masculino,Não,Não,Não,40,Não,Sem serviço de telefone,DSL,Sim,Sim,Sim,Não,Sim,Sim,Anual,2.07,Não,Cartão de crédito (automática),62.05,2511.55
259,0384-RVBPI,Não,Masculino,Não,Não,Não,20,Sim,Não,DSL,Sim,Não,Sim,Não,Não,Sim,Mensal,2.15,Não,Cartão de crédito (automática),64.4,1398.6
260,0386-CWRGM,Não,Feminino,Não,Sim,Sim,46,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.65,Não,Cheque,19.4,967.85
